City	lat	lng	person	category	date	Street	Description	Color
Lockerby	55.122245	-3.349008	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Wigton	54.825544	-3.161231	Moses Roper	Roper	 Between 1836 and 1848		“United Secession/Relief Church or Hall”	yellow
Redruth	50.233022	-5.226666	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Bodmin	50.471496	-4.718863	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Wednesbury	52.552888	-2.02208	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Hayle	50.185467	-5.42091	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Stilton	52.489186	-0.291548	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
St Agnes	50.312509	-5.20362	Moses Roper	Roper	 Between 1836 and 1848		“New Connexion”	yellow
St Days	50.238767	-5.187696	Moses Roper	Roper	 Between 1836 and 1848		“New Connexion”	yellow
Hinley	51.535764	-0.902894	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Nottingham	52.954783	-1.158109	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Sheffield	53.381129	-1.470085	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Chesterfield	53.235048	-1.421629	Moses Roper	Roper	 1 May 1838		“Wesleyan Chapel, evening”	yellow
Woldingham	51.28603	-0.033712	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Launceston	50.640134	-4.358558	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Hexham	54.972665	-2.112144	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Stratton	50.830693	-4.514386	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Lincoln	53.230688	-0.540579	Moses Roper	Roper	 Between 1836 and 1848		“Wesleyan Methodist”	yellow
Tewkesbury	51.992265	-2.15796	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Worcester	52.193636	-2.221575	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Stoke on Trent	53.002668	-2.179404	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Holmorthy	50.809215	-4.353993	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Bridgerne	51.504286	-3.576945	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Chulmleigh	50.913966	-3.869415	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Winkleigh	50.855879	-3.946214	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Kilhampton	50.875698	-4.484094	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Chagford	50.673066	-3.840265	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Newport	51.584151	-2.997664	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Newbridge	51.665206	-3.144116	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Chale	50.604519	-1.31842	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Rookley	50.654528	-1.282943	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Ventnor	50.595484	-1.2061	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Whitwell	53.285594	-1.209239	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Wroxall	50.615963	-1.222199	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Shanklin	50.634675	-1.175199	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Sandown	50.660759	-1.148813	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
London	51.507351	-0.127758	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow	
Darlington	54.52361	-1.559458	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Norwich	52.630886	1.297355	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Bristol	51.454513	-2.58791	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Bath	51.375801	-2.359904	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Wales	52.130661	-3.783712	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Bridgewater	51.127889	-3.003632	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Wellington	50.978564	-3.224499	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Ayton	55.841988	-2.122695	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
North Taunton	51.015344	-3.106849	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Stoke on Trent	53.002668	-2.179404	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Ipswich	52.056736	1.14822	Moses Roper	Roper	 First week of September 1839		“Friends or Quakers”	yellow
Gloucester	51.864245	-2.238156	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Whitley	55.046389	-1.451299	Moses Roper	Roper	 Between 1836 and 1848		“Friends or Quakers”	yellow
Shebbear	50.861709	-4.219482	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Blaenafon	51.772502	-3.085896	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Abersychan	51.724084	-3.0629	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Pontypool	51.700369	-3.045268	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cwmbran	51.649655	-3.031789	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Penywaen	51.7306	-3.48812	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Pen y groes	53.05459	-4.283645	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Ty rhos	51.76778	-2.84377	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Brynberian	51.981627	-4.762475	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Newport	51.584151	-2.997664	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Rhos y cameras	51.999132	-5.031326	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
St David	51.881227	-5.265995	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Tref garn	51.874428	-4.969698	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Rhaiadr	52.766342	-3.813842	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
St Just	50.124487	-5.679195	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Vennor	50.595484	-1.2061	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Polminieh	56.881847	-5.692662	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Harleston	52.402852	1.298286	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Porthleaven	50.085305	-5.315853	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Leedstown	50.1608	-5.355699	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Marazion	50.125077	-5.463955	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Bethel	53.16313	-4.212325	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Cambirn	50.21277	-5.294775	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Lanner	50.215698	-5.208344	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Lurillion	53.479322	-2.95669	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Catnelford	60.622055	-4.682364	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
St Teath	50.59506	-4.740223	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Lemaunich	50.395729	-4.044824	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
North Petheymin	50.675434	-4.31123	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Tinney	50.767959	-4.416616	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
St Mary	50.74344	-4.498376	Moses Roper	Roper	 Between 1836 and 1848		“Bible Christians”	yellow
Llanillynfni	53.04317	-4.282939	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llanwydden	52.800204	-3.533644	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Nevin	52.649529	-0.491534	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Pontycim	51.521579	-3.393295	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Pwllheli	52.888816	-4.417634	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Tyddyn	53.055785	-3.061611	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Rhos	53.308051	-3.749941
Roshirwnen	52.831398	-4.680314	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Salem	51.919116	-4.004111	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Lantrissaint	51.542919	-3.374953	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Mertheyr	51.74873	-3.381646	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Mertheyr	51.74873	-3.381646	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Newbridge	51.759452	-3.285363	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Rhymney	51.62144	-3.943646	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Swansea	51.623401	-3.94805	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Mount Pleasant	51.623401	-3.94805	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Trefforest	51.59431	-3.326898	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Cwnwyd	52.958578	-3.401131	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llansantffraid	52.773097	-3.159365	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Dolgelly	52.74215	-3.8844	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llanidloes	52.447794	-3.8844	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llanwain	51.578922	-2.91181	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Newtown	52.512112	-3.313106	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Newtown	52.512112	-3.313106	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Rhydfellen	51.585862	-3.304931	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Welshpool	52.660348	-3.146407	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Bethlehem	51.910823	-3.910493	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Bethesda	53.178927	-4.058833	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Beulah	52.149268	-3.581297	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Blaenavon	51.772502	-3.085896	Moses Roper	Roper	 13 July 1841		“Ebenezer Baptist Chapel”	yellow
Brynmawr	51.795089	-3.175561	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Caerleon	51.610283	-2.956269	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Chepstow	51.641856	-2.673804	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Cwmbran	51.649655	-3.031789	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Glasgoed	55.864237	-4.251806	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llanelly	51.680886	-4.160248	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llanbiddel	52.074885	-4.157826	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llanvihangel	51.879767	-2.980646	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Llanwenarth	51.835627	-3.062999	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Magor	51.58185	-2.829734	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Nantyglo	51.783157	-3.167733	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Nash	51.548332	-2.948329	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Newport	51.584332	-2.997664
Newport	51.578711	-2.989671	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Penuel	51.618703	-4.121144		Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Penrhos	52.876673	-4.462354	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Penycae	53.000067	-3.082745	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Penygarn	51.705836	-3.033677	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Pisgah	52.374443	-3.954665	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Pontrhydyrn	51.668853	-3.020235	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Ragland	51.724749	-2.535606	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Rymney	51.508782	-3.124203	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Rymney	51.759452	-3.285363	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Risea	51.404456	0.346541	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
St Brides	51.753457	-5.183744	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
St Melons	51.526976	-3.103261	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Sion Chapel	51.672277	-3.483077	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Sirhowy	51.782978	-3.237257	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Taliwain	51.730524	-3.071557	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Tredegar	51.772619	-3.246775	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Tredegar	51.772619	-3.246775	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Trosnant	50.857384	-0.98979	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Trosnant	51.701142	-3.034827	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Twyngwyn	51.623306	-3.180039	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Usk	51.703533	-2.903404	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Victoria	54.596379	-5.880127	Moses Roper	Roper	 Between 1836 and 1848		“Baptist Hall or Church”	yellow
Bedford	52.135973	-0.466655	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Harrold	52.205454	-0.635356	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Luton	51.878671	-0.420026	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Woburn	51.987703	-0.620921	Moses Roper	Roper	 Possibly 1840		“Independent Church”	yellow
Beaconsfield	51.602396	-0.644241	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Farrington	50.936885	-2.224712	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Hungerford	51.412345	-1.517995	Moses Roper	Roper	 4 February 1841		“Independent Chapel, evening”	yellow
Maidenhead	51.522414	-0.7219	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Newbury	51.401409	-1.323114	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Rending	51.454265	-0.97813	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Staines	51.43148	-0.515525	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Uxbridge	51.5485	-0.479611	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Wallingford	51.597418	-1.133561	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Berkeley	51.690667	-2.456816	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cheltenham	51.899386	-2.078253	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cirencester	51.718495	-1.968243	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Dursley	51.678768	-2.350518	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Frampton on Severn	51..771893	-2.359766	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Frampton Cottenrell	51.536335	-2.480503	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Kingswood	51.859894	-1.003328	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Newport Pagnel	52.084585	-0.734583	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Stony Stratford	52.05702	-0.849039	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Towcester	52.135107	-0.989688	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Winslow	51.944859	-0.878737	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Fulfourn	52.18268	0.222039	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Royston	52.048142	-0.024066	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Newmarket	52.24488	0.407962	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Sohom	52.335212	0.337508	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Chester	53.193392	-2.893075	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Stockpart	53.39331	-2.126633	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Tintwistle	53.472204	-1.968437	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Northwich	53.25868	-2.518132	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Knutsford	53.300594	-2.371833	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Middlewich	53.192565	-2.443833	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Nantwich	53.067185	-2.524102	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llandgadog	51.938106	-3.882859	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cross Inn	51.533948	-3.365398	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Libanus	51.920199	-3.464187	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Caerphilly	51.578829	-3.218134	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cardiff	51.481581	-3.17909	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Dinas	53.107137	-4.270416	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llantrisaint	51.542919	-3.374953	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Cymmar	51.651944	-3.647563	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Llanharen	51.538648	-3.439496	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Bridgend	51.504286	-3.576945	Moses Roper	Roper	 Between 1836 and 1848		“Independent Church”	yellow
Lisburn	54.516246	-6.058011	"Slavery, 29 December 1845"	Presbyterian Church. 7pm.	Red  
Nottingham	52.954783	-1.158109	"Slavery, Tues 9 March 1847" Evening	Exchange Rooms.	Red 
Worcester	52.193636	-2.221575	"Slavery, Tues 30 June 1846"	"Worcester. Lecture Room, Natural History Society. Evening."	Red
Worcester	52.193636	-2.221575	"Slavery, Thurs 3 Sept 1846"	"Worcester. Lecture Room, Natural History Society, Foregate St. Evening."	Red
Wrexham	53.04304	-2.992494	"Slavery, Fri 9 Oct 1846"	Town Hall. Evening.	Red
Celbridge	53.339897	-6.538459	“Temperance, 30 August 1845”	Evening.	Red
Aboard the Cambria	53.974667	-15.007324	“Slavery, August 1845”	Lecture on the steamship Cambria	Red
Dublin	53.349805	-6.26031	“Slavery, 31 August 1845”	Lecture in the prison where Daniel O’Connell was confined	Red
Dublin	53.349805	-6.26031	“Slavery, 3 September 1845”	Royal Exchange, evening	Red
Dublin	53.349805	-6.26031	“Slavery, 4 September 1845”	Evening?	Red
Dublin	53.349805	-6.26031	“Slavery, 9 September 1845”	Friends Meeting House, Eustace Street, evening	Red
Dublin	53.349805	-6.26031	“Slavery, 10 September 1845”	Evening	Red
Dublin	53.349805	-6.26031	“Slavery, 12 September 1845”	Friends Meeting House, evening	Red
Dublin	53.349805	-6.26031	“Slavery, 17 September 1845”	Music Hall, Abbey Street, evening	Red
Dublin	53.349805	-6.26031	“Temperance, 21 September 1845”	Royal Canal Harbour, day lecture	Red
Dublin	53.349805	-6.26031	“Slavery, 23 September 1845”	Music Hall, Abbey Street, evening	Red
Dublin	53.349805	-6.26031	“Slavery?, 29 September 1845”	Conciliation Hall, evening	Red
Dublin	53.349805	-6.26031	“Slavery, 1 October 1845”	Music Hall, Abbey Street, evening	Red	
Dublin	53.349805	-6.26031	“Slavery, 3 October 1845”	Music Hall, Abbey Street, evening	Red
Wexford	52.465096	-6.623413	“Slavery, 7 October 1845”	Evening	Red
Wexford	52.465096	-6.623413	"Slavery, Wed 8 October 1845”  Evening.		Red
Waterford	52.25932	-7.11007	“Slavery, 9 October 1845”	Evening	Red
Cork	51.896892	-8.486316	“Slavery, 12 October 1845”	Evening	Red
Cork	51.896892	-8.486316	“Temperance, 13 October 1845”	Global Lane, Temperance Hall, evening	Red
Cork	51.896892	-8.486316	“Slavery, 14 October 1845”	Lloyd’s Hotel, 8:30am	Red
Cork	51.896892	-8.486316	“Slavery, 14 October 1845”	City Court House, 2pm	Red
Cork	51.896892	-8.486316	“Slavery, 17 October 1845”	Wesleyan Chapel, Patrick Street, afternoon	Red
Bridport	50.733577	-2.758301	"Lecture on Life and Career, Fri 15 Oct 1886"	"Evening."	Red
St Neots	52.230084	-0.265103	“Slavery and Post-War, 5 October 1886”	Julia Griffith Crofts’ School for Girls, daytime	Red
St Neots	52.230084	-0.265103	“Slavery and Post-War, 12 October 1886”	Corn Exchange, daytime	Red
Cork	51.896892	-8.486316	"Slavery, Fri 17 Oct 1845"	Evening, Independent Chapel.	Red
Cork	51.896892	-8.486316	"Temperance, Mon 20 Oct 1845"	Temperance Institute, evening	Red
Cork	51.896892	-8.486316	"Temperance, Tues 21 Oct 1845"	Evening?	Red
Cork	51.896892	-8.486316	"Slavery, Thurs 23 Oct 1845"	Imperial Hotel, 2pm. 6d admittance, Narrative on sale as 2s 6d.	Red
Cork	51.896892	-8.486316	"Slavery, Mon 27 Oct 1845"	Independent Chapel, evening.	Red
Cork	51.896892	-8.486316	"Slavery, Tues 28 Oct 1845"	Saint Patrick's Temperance Hall, 7.30pm. 2s tickets each. Douglass sang an ""abolition song."" 12pm finish.	Red
Cork	51.896892	-8.486316	"Slavery, Mon 3 Nov 1845"	Independent Chapel, George's Street. Meeting of Cork Antislavery Society. ""Crowded by a most welcome audience."" Mayor as chair. Douglass lectured about slavery, and annexation of Texas.	Red
Cork	51.896892	-8.486316	"Slavery, Tues 4 Nov 1845"	City Court House, 2pm. Meeting crowded an hour before lecture. Mayor as chair. Douglass a ""noble specimen of negro race."""	Red
Limerick	52.66802	-8.630498	"Slavery, Mon 10 Nov 1845"	"Independent Chapel, Belford Row, evening.”	Red
Limerick	52.66802	-8.630498	"Slavery, Fri 21 Nov 1845"	Philosophical Rooms, Glentworth Street, evening	Red
Belfast	54.597285	-5.93012	"Slavery, Fri 5 Dec 1845"	"Independent Church, Donegall Street. 7.30pm. Well attended, Mayor as chair."	Red
Belfast	54.597285	-5.93012	“Slavery, Tues 9 Dec 1845”	Wesleyan Methodist Church, evening	Red
Belfast	54.597285	-5.93012	"Slavery, Thurs 11 Dec 1845"	"Belfast Antislavery Society, Rev. Samuel Hanna's Meetinghouse, evening.”	Red
Belfast	54.597285	-5.93012	"Slavery, Fri 12 Dec 1845"	"Belfast Antislavery Society, Rev. Samuel Hanna's Meetinghouse, evening“	Red
Birmingham	52.486243	-1.890401	"Temperance, Tues 16 Dec 1845"	"Town Hall, evening. Meeting of Birmingham Temperance Society. Joseph Sturge and John Cadbury attended."	Red
Belfast	54.597285	-5.93012	"Slavery, Tues 23 Dec 1845"	"Independent Meeting House, Donegall Street. 7.30pm. Crowded meeting. Travelled 4 months in UK, so far given 50 lectures."	Red
Belfast	54.597285	-5.93012	"Slavery, Fri 26 Dec 1845"	"Presbyterian Meetinghouse, Donegall St., midday“	Red
Belfast	54.597285	-5.93012	"Slavery, Thurs 1 Jan 1847"	"Methodist Meeting House, Donegall Street. Meeting of the Belfast Antislavery Society., evening. Crowded. James Buffum also attended."	Red
Belfast	54.597285	-5.93012	"Slavery, Fri 2 Jan 1846"	"Methodist Meeting House, Donegall Street. Meeting of the Belfast Antislavery Society, crowded. James Buffum also attended."	Red
Belfast	54.597285	-5.93012	"Public Breakfast, Tues 6 Jan 1846"	Commercial Rooms. Formed a Ladies Antislavery Association. 250 people there. Douglass received a bible from abolitionists. Until 1pm.	Red
Glasgow	55.864237	-4.251806	“Slavery, 10 January 1846”	Evening	Red
Cork	51.896892	-8.486316	"Slavery, Tues 13 Jan 1846"	Breakfast to Douglass.	Red
Glasgow	55.864237	-4.251806	"Slavery, Thurs 15 Jan 1846"	"City Hall, 7pm. Glasgow Emancipation Society."	Red
Glasgow	55.864237	-4.251806	“Slavery, 22 January 1846”	City Hall, evening	Red
Perth	56.394994	-3.430838	"Slavery, Fri 23 Jan 1846"	"City Hall, evening”	Red
Perth	56.394994	-3.430838	"Slavery, Mon 26 Jan 1846"	"City Hall, evening.”	Red
Dundee	56.462018	-2.970721	"Slavery, Tues 27 Jan 1846"	"School Wynd Chapel, evening."	Red
Dundee	56.462018	-2.970721	"Slavery, Wed 28 Jan 1846"	"School Wynd Chapel, evening. Chapel was crowded. James Buffum also attended. Chains and manacles exhibited."	Red
Dundee	56.462018	-2.970721	"Slavery, Thurs 29? Jan 1846"	"School Wynd Chapel, evening. Tickets issued to cope with demand."	Red
Dundee	56.462018	-2.970721	"Slavery, Fri 30 Jan 1846"	"Bell Street Chapel, evening. Discussed Free Church. Henry Clarke Wright, James Buffum also attended. Meeting changed for a bigger venue."	Red
